latitude	longitude	store_name	code	location	imei
21.46527	83.97573	Sambalpur	IN	Asia/Kolkata	8630330696303481495
51.39323	0.47713	Strood	GB	Europe/London	359043379931766767
12.12278	-61.62498	Grenville	GD	America/Grenada	359043379931766569
50.56149	4.69889	Gembloux	BE	Europe/Brussels	359043379931766924
22.83957	91.84128	Manikchari	BD	Asia/Dhaka	3590433799317661875
50.80019	7.20769	Siegburg	DE	Europe/Berlin	8630330696303482394
-7.51611	109.05389	Wangon	ID	Asia/Jakarta	3590433799317661727
8.88649	2.59753	Tchaourou	BJ	Africa/Porto-Novo	863033069630348149
54.39304	53.26023	Bavly	RU	Europe/Moscow	3590433799317661446
28.54944	-81.77285	Clermont	US	America/New_York	359043379931766544
40.67705	-73.89125	Cypress Hills	US	America/New_York	3590433799317662097
46.18396	6.10237	Onex	CH	Europe/Zurich	8630330696303481230
32.54044	-82.90375	Dublin	US	America/New_York	8630330696303482121
7.50251	5.06258	Igbara-Odo	NG	Africa/Lagos	8630330696303481727
42.93369	-72.27814	Keene	US	America/New_York	359043379931766544
3.7278	98.6738	Labuhan Deli	ID	Asia/Jakarta	359043379931766809
19.32889	-99.32556	San Lorenzo Acopilco	MX	America/Mexico_City	3590433799317661040
46.32313	-0.45877	Niort	FR	Europe/Paris	3590433799317661370
42.58342	-71.8023	Fitchburg	US	America/New_York	3590433799317662089
58.63667	59.80222	Lesnoy	RU	Asia/Yekaterinburg	8630330696303481933
50.23019	8.77155	Karben	DE	Europe/Berlin	3590433799317661909
52.14	5.58472	Barneveld	NL	Europe/Amsterdam	8630330696303481776
41.84364	-87.71255	South Lawndale	US	America/Chicago	863033069630348537
50.18545	27.06365	Shepetivka	UA	Europe/Kyiv	359043379931766411
48.43174	17.8031	Hlohovec	SK	Europe/Bratislava	359043379931766338
47.38093	-122.23484	Kent	US	America/Los_Angeles	863033069630348438
-33.79176	151.08057	Eastwood	AU	Australia/Sydney	359043379931766296
30.35028	112.19028	Jingzhou	CN	Asia/Shanghai	359043379931766965
53.69786	-2.68758	Leyland	GB	Europe/London	8630330696303482311
44.97639	19.61222	Sremska Mitrovica	RS	Europe/Belgrade	3590433799317662121
13.48082	-86.58208	Somoto	NI	America/Managua	3590433799317661438
9.6531	124.3697	Jagna	PH	Asia/Manila	3590433799317661776
49.593777	17.250879	Olomouc	CZ	Europe/Prague	359043379931766155
36.20829	-115.98391	Pahrump	US	America/Los_Angeles	3590433799317661206
-1.63333	13.58357	Franceville	GA	Africa/Libreville	3590433799317661479
33.35283	-111.78903	Gilbert	US	America/Phoenix	863033069630348040
6.95194	121.96361	Recodo	PH	Asia/Manila	3590433799317661917
5.20856	-74.73584	Honda	CO	America/Bogota	359043379931766619
48.77644	2.29026	Sceaux	FR	Europe/Paris	863033069630348867
5.27247	-3.59625	Bonoua	CI	Africa/Abidjan	359043379931766437
51.78771	56.36091	Saraktash	RU	Asia/Yekaterinburg	359043379931766718
50.80904	8.77069	Marburg an der Lahn	DE	Europe/Berlin	359043379931766270
36.81667	117.81667	Zhoucun	CN	Asia/Shanghai	3590433799317661966
41.15376	-87.88754	Bourbonnais	US	America/Chicago	8630330696303481362
37.19723	122.05228	Tianfu	CN	Asia/Shanghai	3590433799317662105
42.16808	-88.42814	Huntley	US	America/Chicago	3590433799317661727
30.76468	74.12286	Kanganpur	PK	Asia/Karachi	359043379931766528
44.35056	142.45778	Nayoro	JP	Asia/Tokyo	8630330696303481966
-10.91722	-37.65	Lagarto	BR	America/Maceio	3590433799317661610
30.16688	-96.39774	Brenham	US	America/Chicago	3590433799317661792
37.95143	-91.77127	Rolla	US	America/Chicago	863033069630348545
-16.25	-69.08333	Yunguyo	PE	America/Lima	8630330696303481297
51.955	5.22778	Culemborg	NL	Europe/Amsterdam	863033069630348644
8.88649	2.59753	Tchaourou	BJ	Africa/Porto-Novo	8630330696303482113
45.16024	-93.08883	Lino Lakes	US	America/Chicago	863033069630348693
13.56667	-15.6	Farafenni	GM	Africa/Banjul	3590433799317661024
35.89972	14.51472	Valletta	MT	Europe/Malta	3590433799317662097
39.46667	141.95	Yamada	JP	Asia/Tokyo	8630330696303481842
47.46657	84.87144	Zaysan	KZ	Asia/Almaty	3590433799317661255
43.96222	43.63417	Novopavlovsk	RU	Europe/Moscow	8630330696303482139
-31.95224	115.8614	Perth	AU	Australia/Perth	8630330696303481248
31.84568	-102.36764	Odessa	US	America/Chicago	3590433799317661693
39.12074	27.18052	Bergama	TR	Europe/Istanbul	3590433799317662287
61.72744	17.10558	Hudiksvall	SE	Europe/Stockholm	3590433799317661529
37.35813	-6.03731	San Juan de Aznalfarache	ES	Europe/Madrid	8630330696303482345
15.73628	75.96976	Gajendragarh	IN	Asia/Kolkata	863033069630348339
44.22639	22.53083	Negotin	RS	Europe/Belgrade	8630330696303482071
36.81667	117.81667	Zhoucun	CN	Asia/Shanghai	8630330696303482295
45.51667	4.86667	Vienne	FR	Europe/Paris	863033069630348883
18.18158	76.03889	Osmanabad	IN	Asia/Kolkata	359043379931766221
60.18427	24.95034	Kallio	FI	Europe/Helsinki	359043379931766403
28.71271	77.656	Pilkhua	IN	Asia/Kolkata	8630330696303481883
46.67535	5.55575	Lons-le-Saunier	FR	Europe/Paris	8630330696303481354
34.09668	-117.71978	Claremont	US	America/Los_Angeles	3590433799317661214
43.32686	-2.98884	Leioa	ES	Europe/Madrid	8630330696303481321
10.20898	123.758	Naga	PH	Asia/Manila	3590433799317662493
51.84819	1.26738	Walton-on-the-Naze	GB	Europe/London	3590433799317661941
40.37528	28.88222	Mudanya	TR	Europe/Istanbul	3590433799317661974
38.70734	-77.02303	Fort Washington	US	America/New_York	8630330696303481180
55.38752	36.73307	Naro-Fominsk	RU	Europe/Moscow	3590433799317661909
39.32288	-76.72803	Woodlawn	US	America/New_York	3590433799317661180
33.44872	-86.78777	Vestavia Hills	US	America/Chicago	863033069630348271
-10.90889	-37.03861	Barra dos Coqueiros	BR	America/Maceio	863033069630348701
53.49389	-1.29243	Mexborough	GB	Europe/London	3590433799317661172
45.69558	4.7934	Saint-Genis-Laval	FR	Europe/Paris	863033069630348446
-34.88422	150.60036	Nowra	AU	Australia/Sydney	3590433799317662378
33.4425	129.96972	Karatsu	JP	Asia/Tokyo	3590433799317661065
39.72943	-104.83192	Aurora	US	America/Denver	359043379931766452
53.51684	-113.3187	Sherwood Park	CA	America/Edmonton	8630330696303481073
6.9909	79.883	Hendala	LK	Asia/Colombo	359043379931766320
53.14657	140.72287	Nikolayevsk-on-Amure	RU	Asia/Vladivostok	3590433799317661115
41.48199	-81.79819	Lakewood	US	America/New_York	3590433799317662238
36	139.55722	Okegawa	JP	Asia/Tokyo	3590433799317661867
34.25628	-78.04471	Leland	US	America/New_York	3590433799317661271
56.85836	35.90057	Tver	RU	Europe/Moscow	8630330696303481487
50.7236	-3.52751	Exeter	GB	Europe/London	863033069630348404
-7.54972	110.71639	Ngemplak	ID	Asia/Jakarta	3590433799317662121
41.63976	2.35739	Cardedeu	ES	Europe/Madrid	863033069630348776
40.2737	-76.88442	Harrisburg	US	America/New_York	8630330696303481743
13.8196	100.04427	Nakhon Pathom	TH	Asia/Bangkok	359043379931766932
-7.0981	109.3243	Randudongkal	ID	Asia/Jakarta	359043379931766890
36.75965	137.36215	Namerikawa	JP	Asia/Tokyo	359043379931766254
50.56149	4.69889	Gembloux	BE	Europe/Brussels	8630330696303481818
-22.97056	-46.99583	Valinhos	BR	America/Sao_Paulo	8630330696303481719
35.815	139.6853	Shimotoda	JP	Asia/Tokyo	8630330696303481594
17.94979	-94.91386	Acayucan	MX	America/Mexico_City	8630330696303481800
6.46838	-73.26022	Socorro	CO	America/Bogota	3590433799317662121
-7.60361	37.00438	Kidodi	TZ	Africa/Dar_es_Salaam	863033069630348149
39.96097	-75.60804	West Chester	US	America/New_York	3590433799317661941
53.81667	-3.05	Blackpool	GB	Europe/London	863033069630348552
32.9156	-117.14392	Mira Mesa	US	America/Los_Angeles	863033069630348305
37.52487	-77.55777	Bon Air	US	America/New_York	3590433799317661156
32.54278	111.50861	Danjiangkou	CN	Asia/Shanghai	8630330696303481867
48.15659	28.28489	Soroca	MD	Europe/Chisinau	8630330696303482410
40.57788	-73.95958	Brighton Beach	US	America/New_York	8630330696303481743
59.33333	18.28333	Boo	SE	Europe/Stockholm	359043379931766940
0.51667	101.44167	Pekanbaru	ID	Asia/Jakarta	3590433799317661982
50.86079	17.4674	Brzeg	PL	Europe/Warsaw	359043379931766759
47.64995	-117.23991	Opportunity	US	America/Los_Angeles	863033069630348636
50.11861	-5.53715	Penzance	GB	Europe/London	359043379931766924
-31.4488	-60.93173	Esperanza	AR	America/Argentina/Cordoba	3590433799317661289
-8.66667	-35.71667	Catende	BR	America/Recife	863033069630348271
42.06166	-1.60452	Tudela	ES	Europe/Madrid	359043379931766221
42.28639	18.84	Budva	ME	Europe/Podgorica	3590433799317661263
41.85059	-87.882	Westchester	US	America/Chicago	3590433799317662402
50.11861	-5.53715	Penzance	GB	Europe/London	3590433799317662014
1.6561	103.6032	Kulai	MY	Asia/Kuala_Lumpur	359043379931766718
52.4581	13.28702	Dahlem	DE	Europe/Berlin	863033069630348206
-28.24	-48.67028	Imbituba	BR	America/Sao_Paulo	8630330696303481966
7.06273	-1.4001	Mampong	GH	Africa/Accra	8630330696303481669
38.96372	-76.99081	Chillum	US	America/New_York	3590433799317662055
49.738430	13.373637	Plzeň	CZ	Europe/Prague	863033069630348537
22.4711	88.1453	Pujali	IN	Asia/Kolkata	8630330696303481693
45.53929	-122.38731	Troutdale	US	America/Los_Angeles	3590433799317661404
41.41204	2.18247	el Camp de l'Arpa del Clot	ES	Europe/Madrid	3590433799317662485
45.75279	130.57211	Boli	CN	Asia/Shanghai	8630330696303481305
-6.25	38.66667	Mvomero	TZ	Africa/Dar_es_Salaam	863033069630348503
-11.78333	19.91667	Luena	AO	Africa/Luanda	359043379931766098
33.43443	-5.22126	Azrou	MA	Africa/Casablanca	359043379931766072
41.15612	1.10687	Reus	ES	Europe/Madrid	359043379931766171
32.17629	75.06583	Fazilpur	PK	Asia/Karachi	359043379931766700
-7.01833	107.60389	Pameungpeuk	ID	Asia/Jakarta	359043379931766932
14.37395	100.48528	Bang Ban	TH	Asia/Bangkok	863033069630348552
19.04222	-98.11889	Casa Blanca	MX	America/Mexico_City	359043379931766825
-25.54073	152.70493	Maryborough	AU	Australia/Brisbane	8630330696303481206
12.95629	78.27539	Robertsonpet	IN	Asia/Kolkata	863033069630348578
12.04161	75.35927	Talipparamba	IN	Asia/Kolkata	3590433799317661974
49.195061	16.606836	Brno	CZ	Europe/Prague	3590433799317661685
-21.42917	-45.94722	Alfenas	BR	America/Sao_Paulo	359043379931766965
10.7375	122.9666	Talisay	PH	Asia/Manila	8630330696303482261
20.88197	85.83334	Bhuban	IN	Asia/Kolkata	863033069630348438
31.92923	34.86563	Ramla	IL	Asia/Jerusalem	3590433799317661362
48.73218	11.18709	Neuburg an der Donau	DE	Europe/Berlin	359043379931766510
26.76628	83.36889	Gorakhpur	IN	Asia/Kolkata	359043379931766486
53.30972	83.62389	Novosilikatnyy	RU	Asia/Barnaul	863033069630348198
44.31771	9.32241	Chiavari	IT	Europe/Rome	359043379931766403
17.54907	82.85749	Elamanchili	IN	Asia/Kolkata	8630330696303481586
14.62578	121.12251	Antipolo	PH	Asia/Manila	8630330696303482048
16.06213	76.0586	Hungund	IN	Asia/Kolkata	8630330696303481883
41.16704	-73.20483	Bridgeport	US	America/New_York	8630330696303481255
57.47908	-4.22398	Inverness	GB	Europe/London	3590433799317661180
40.67705	-73.89125	Cypress Hills	US	America/New_York	3590433799317661024
6.45407	3.39467	Lagos	NG	Africa/Lagos	8630330696303482048
-8.28333	-35.03333	Cabo	BR	America/Recife	8630330696303481560
-10.91111	-37.07167	Aracaju	BR	America/Maceio	3590433799317661982
13.44581	101.18445	Phanat Nikhom	TH	Asia/Bangkok	359043379931766312
47.38093	-122.23484	Kent	US	America/Los_Angeles	3590433799317661461
12.95629	78.27539	Robertsonpet	IN	Asia/Kolkata	3590433799317661313
-5.41667	38.01667	Chanika	TZ	Africa/Dar_es_Salaam	8630330696303481727
50.71229	4.52529	Rixensart	BE	Europe/Brussels	8630330696303481263
5.84752	-5.682	Lakota	CI	Africa/Abidjan	8630330696303481354
44.22639	22.53083	Negotin	RS	Europe/Belgrade	3590433799317661859
25.13915	73.06784	Sheoganj	IN	Asia/Kolkata	8630330696303481701
26.32293	91.00632	Barpeta	IN	Asia/Kolkata	8630330696303481834
37.35813	-6.03731	San Juan de Aznalfarache	ES	Europe/Madrid	8630330696303481891
-0.35817	42.54536	Kismayo	SO	Africa/Mogadishu	3590433799317661552
35.61452	-88.81395	Jackson	US	America/Chicago	359043379931766536
54.90083	38.07083	Stupino	RU	Europe/Moscow	8630330696303481909
10.98778	-74.95472	Puerto Colombia	CO	America/Bogota	359043379931766361
39.32288	-76.72803	Woodlawn	US	America/New_York	359043379931766536
27.71809	-82.35176	Sun City Center	US	America/New_York	8630330696303482428
40.85158	122.74754	Haicheng	CN	Asia/Shanghai	359043379931766650
55.39485	43.83992	Arzamas	RU	Europe/Moscow	3590433799317661305
40.92298	14.30935	Afragola	IT	Europe/Rome	8630330696303481065
6.46838	-73.26022	Socorro	CO	America/Bogota	8630330696303481586
58.1908	40.17171	Danilov	RU	Europe/Moscow	8630330696303481909
35.48199	137.02166	Minokamo	JP	Asia/Tokyo	3590433799317662485
23.1959	86.51499	Kenda	IN	Asia/Kolkata	8630330696303481149
51.44889	5.51978	Tongelre	NL	Europe/Amsterdam	863033069630348008
17.34769	78.55757	Lal Bahadur Nagar	IN	Asia/Kolkata	863033069630348255
18.03496	-66.8499	Yauco	PR	America/Puerto_Rico	3590433799317661503
18.00747	-76.78319	New Kingston	JM	America/Jamaica	8630330696303481305
-33.59217	-70.6996	San Bernardo	CL	America/Santiago	3590433799317662428
40.64621	-73.97069	Kensington	US	America/New_York	863033069630348602
44.98901	38.94324	Yablonovskiy	RU	Europe/Moscow	359043379931766114
6.45407	3.39467	Lagos	NG	Africa/Lagos	359043379931766601
34.95303	-120.43572	Santa Maria	US	America/Los_Angeles	863033069630348974
42.30865	-83.48216	Canton	US	America/Detroit	3590433799317661693
52.61131	13.31783	Hermsdorf	DE	Europe/Berlin	863033069630348693
42.35843	-71.05977	Boston	US	America/New_York	8630330696303481057
45.78071	12.84052	Portogruaro	IT	Europe/Rome	8630330696303482055
34.31	-2.16	Jerada	MA	Africa/Casablanca	3590433799317661297
-26.93366	29.24152	Standerton	ZA	Africa/Johannesburg	3590433799317661040
41.92361	20.91361	Bogovinje	MK	Europe/Skopje	3590433799317662220
-23.7975	-48.59278	Buri	BR	America/Sao_Paulo	359043379931766767
12.95629	78.27539	Robertsonpet	IN	Asia/Kolkata	8630330696303481958
14.95472	120.89694	Baliuag	PH	Asia/Manila	863033069630348693
45.69558	4.7934	Saint-Genis-Laval	FR	Europe/Paris	8630330696303481115
42.64685	-5.55835	Villaquilambre	ES	Europe/Madrid	359043379931766890
30.81383	75.16878	Moga	IN	Asia/Kolkata	8630330696303481180
26.76628	83.36889	Gorakhpur	IN	Asia/Kolkata	8630330696303482402
-15.21194	-75.11028	Minas de Marcona	PE	America/Lima	359043379931766908
35.06544	1.04945	Frenda	DZ	Africa/Algiers	359043379931766627
9.15093	-79.62098	Chilibre	PA	America/Panama	863033069630348420
26.44931	91.61356	Rangia	IN	Asia/Kolkata	863033069630348693
53.5942	25.8191	Novogrudok	BY	Europe/Minsk	359043379931766619
39.96348	-4.83076	Talavera de la Reina	ES	Europe/Madrid	3590433799317661107
34.09668	-117.71978	Claremont	US	America/Los_Angeles	3590433799317661420
36.82167	128.63083	Eisen	KR	Asia/Seoul	3590433799317662238
40.2737	-76.88442	Harrisburg	US	America/New_York	863033069630348586
-23.44361	-51.87389	Sarandi	BR	America/Sao_Paulo	8630330696303482386
50.72043	11.34046	Rudolstadt	DE	Europe/Berlin	3590433799317662121
42.64031	125.51176	Dongfeng	CN	Asia/Shanghai	3590433799317661206
20.28527	-103.42897	Jocotepec	MX	America/Mexico_City	8630330696303481610
54.03876	43.91385	Kovylkino	RU	Europe/Moscow	8630330696303481578
-5.41667	38.01667	Chanika	TZ	Africa/Dar_es_Salaam	3590433799317662394
49.41029	38.15035	Svatove	UA	Europe/Zaporozhye	359043379931766338
-1.26753	116.82887	Balikpapan	ID	Asia/Makassar	8630330696303481107
25.75728	75.37991	Deoli	IN	Asia/Kolkata	3590433799317661552
46.65581	32.6178	Kherson	UA	Europe/Kyiv	3590433799317661461
51.30001	13.10984	Oschatz	DE	Europe/Berlin	3590433799317661305
37.58105	29.26639	Serinhisar	TR	Europe/Istanbul	863033069630348164
51.39148	-0.29825	Surbiton	GB	Europe/London	8630330696303481271
41.80753	-87.65644	New City	US	America/Chicago	8630330696303482360
50.72043	11.34046	Rudolstadt	DE	Europe/Berlin	8630330696303481974
54.39635	24.04142	Alytus	LT	Europe/Vilnius	359043379931766213
-27.4338	-65.61427	Aguilares	AR	America/Argentina/Tucuman	8630330696303481065
25.80565	68.49143	Bhit Shah	PK	Asia/Karachi	8630330696303481214
38.54491	-121.74052	Davis	US	America/Los_Angeles	8630330696303481685
41.15376	-87.88754	Bourbonnais	US	America/Chicago	3590433799317662436
36.20829	-115.98391	Pahrump	US	America/Los_Angeles	8630330696303481545
42.22718	14.39024	Lanciano	IT	Europe/Rome	863033069630348420
41.15376	-87.88754	Bourbonnais	US	America/Chicago	863033069630348891
-30.60106	-71.19901	Ovalle	CL	America/Santiago	863033069630348313
43.54072	-116.56346	Nampa	US	America/Boise	8630330696303482477
42.7392	-84.62081	Waverly	US	America/Detroit	863033069630348685
43.1122	12.38878	Perugia	IT	Europe/Rome	8630330696303482055
53.81667	-3.05	Blackpool	GB	Europe/London	8630330696303482311
3.27833	32.88667	Kitgum	UG	Africa/Kampala	3590433799317662329
53.81667	-3.05	Blackpool	GB	Europe/London	8630330696303482428
21.46527	83.97573	Sambalpur	IN	Asia/Kolkata	863033069630348123
25.67927	-80.31727	Kendall	US	America/New_York	863033069630348958
26.32293	91.00632	Barpeta	IN	Asia/Kolkata	3590433799317662238
23.1959	86.51499	Kenda	IN	Asia/Kolkata	359043379931766130
-25.54073	152.70493	Maryborough	AU	Australia/Brisbane	359043379931766825
48.8222	2.12213	Le Chesnay	FR	Europe/Paris	8630330696303481370
31.28092	74.85849	Patti	IN	Asia/Kolkata	8630330696303481107
3.02013	30.91105	Arua	UG	Africa/Kampala	3590433799317662477
33.98154	-81.23621	Lexington	US	America/New_York	863033069630348537
41.20485	-8.33147	Paredes	PT	Europe/Lisbon	3590433799317662188
41.91738	3.1631	Palafrugell	ES	Europe/Madrid	863033069630348370
53.53041	43.67663	Nizhniy Lomov	RU	Europe/Moscow	3590433799317661230
52.57583	6.61944	Hardenberg	NL	Europe/Amsterdam	3590433799317661586
38.10558	-1.86343	Caravaca	ES	Europe/Madrid	8630330696303481172
53.78333	-1.06667	Selby	GB	Europe/London	359043379931766411
41.66394	-83.55521	Toledo	US	America/New_York	863033069630348727
44.31771	9.32241	Chiavari	IT	Europe/Rome	3590433799317662485
58.63667	59.80222	Lesnoy	RU	Asia/Yekaterinburg	3590433799317662295
37.74615	-25.66689	Ponta Delgada	PT	Atlantic/Azores	3590433799317661768
29.65163	-82.32483	Gainesville	US	America/New_York	8630330696303482410
26.67319	31.4976	Juhaynah	EG	Africa/Cairo	359043379931766866
53.46506	-1.47217	Chapletown	GB	Europe/London	863033069630348966
35.05266	-78.87836	Fayetteville	US	America/New_York	8630330696303482295
33.4425	129.96972	Karatsu	JP	Asia/Tokyo	3590433799317661982
37.71715	-122.40433	Visitacion Valley	US	America/Los_Angeles	3590433799317661628
60.2052	24.6522	Espoo	FI	Europe/Helsinki	863033069630348099
34.56861	105.89333	Beidao	CN	Asia/Shanghai	3590433799317661271
8.35122	-62.64102	Ciudad Guayana	VE	America/Caracas	3590433799317662162
39.59611	27.02444	Edremit	TR	Europe/Istanbul	3590433799317661446
-3.20333	-52.20639	Altamira	BR	America/Santarem	3590433799317661180
35.89972	14.51472	Valletta	MT	Europe/Malta	8630330696303481883
47.46657	84.87144	Zaysan	KZ	Asia/Almaty	3590433799317661594
30.75545	20.22625	Ajdabiya	LY	Africa/Tripoli	3590433799317661784
18.00747	-76.78319	New Kingston	JM	America/Jamaica	3590433799317661420
32.17629	75.06583	Fazilpur	PK	Asia/Karachi	863033069630348016
34.85	117.33333	Taozhuang	CN	Asia/Shanghai	3590433799317661602
35.05266	-78.87836	Fayetteville	US	America/New_York	8630330696303481248
38.55632	69.01354	Vahdat	TJ	Asia/Dushanbe	359043379931766478
33.43443	-5.22126	Azrou	MA	Africa/Casablanca	863033069630348461
1.6561	103.6032	Kulai	MY	Asia/Kuala_Lumpur	3590433799317662253
54.48147	53.47103	Oktyabr‚Äôskiy	RU	Asia/Yekaterinburg	3590433799317662022
52.86147	9.5926	Walsrode	DE	Europe/Berlin	8630330696303481057
-29.2975	-51.50361	Carlos Barbosa	BR	America/Sao_Paulo	8630330696303482345
53.19146	-2.52398	Winsford	GB	Europe/London	359043379931766809
-8.66667	-35.71667	Catende	BR	America/Recife	8630330696303481669
51.21187	4.25633	Beveren	BE	Europe/Brussels	3590433799317662477
23.5654	119.58627	Magong	TW	Asia/Taipei	8630330696303481206
40.85158	122.74754	Haicheng	CN	Asia/Shanghai	863033069630348008
-22.97056	-46.99583	Valinhos	BR	America/Sao_Paulo	359043379931766254
55.38752	36.73307	Naro-Fominsk	RU	Europe/Moscow	3590433799317661875
12.95629	78.27539	Robertsonpet	IN	Asia/Kolkata	863033069630348701
-37.88333	145.06667	Carnegie	AU	Australia/Melbourne	3590433799317661495
45.78071	12.84052	Portogruaro	IT	Europe/Rome	863033069630348602
33.54428	-84.23381	Stockbridge	US	America/New_York	8630330696303481461
37.05944	37.3825	Gaziantep	TR	Europe/Istanbul	3590433799317662493
4.92675	6.26764	Yenagoa	NG	Africa/Lagos	359043379931766791
7.50251	5.06258	Igbara-Odo	NG	Africa/Lagos	8630330696303481081
37.58105	29.26639	Serinhisar	TR	Europe/Istanbul	8630330696303481412
33.37526	74.3092	Rajaori	IN	Asia/Kolkata	3590433799317661784
48.8222	2.12213	Le Chesnay	FR	Europe/Paris	863033069630348685
8.43333	99.96667	Nakhon Si Thammarat	TH	Asia/Bangkok	359043379931766239
25.66795	85.83636	Dalsingh Sarai	IN	Asia/Kolkata	863033069630348750
-27.76952	30.79165	Vryheid	ZA	Africa/Johannesburg	3590433799317661149
52.57583	6.61944	Hardenberg	NL	Europe/Amsterdam	359043379931766064
41.84364	-87.71255	South Lawndale	US	America/Chicago	863033069630348826
42.93369	-72.27814	Keene	US	America/New_York	3590433799317661313
41.55838	-81.56929	Collinwood	US	America/New_York	359043379931766882
46.32374	-120.00865	Sunnyside	US	America/Los_Angeles	8630330696303482006
-8.43333	114.33333	Muncar	ID	Asia/Jakarta	863033069630348800
-5.85746	144.23058	Mount Hagen	PG	Pacific/Port_Moresby	3590433799317661172
40.67705	-73.89125	Cypress Hills	US	America/New_York	863033069630348693
34.56861	105.89333	Beidao	CN	Asia/Shanghai	8630330696303482238
4.96667	10.7	Tonga	CM	Africa/Douala	3590433799317662246
-23.85972	35.34722	Maxixe	MZ	Africa/Maputo	3590433799317662287
3.31332	117.59152	Tarakan	ID	Asia/Makassar	8630330696303481305
53.95278	32.86389	Roslavl‚Äô	RU	Europe/Moscow	359043379931766080
-19.7625	-44.31389	Esmeraldas	BR	America/Sao_Paulo	8630330696303481909
31.28092	74.85849	Patti	IN	Asia/Kolkata	8630330696303481412
-26.22861	-52.67056	Pato Branco	BR	America/Sao_Paulo	8630330696303481040
50.80904	8.77069	Marburg an der Lahn	DE	Europe/Berlin	3590433799317662048
41.55815	-73.0515	Waterbury	US	America/New_York	8630330696303481008
10.66668	-61.51889	Port of Spain	TT	America/Port_of_Spain	8630330696303481305
60.18427	24.95034	Kallio	FI	Europe/Helsinki	3590433799317662204
51.38673	0.30367	Hartley	GB	Europe/London	3590433799317661057
43.32686	-2.98884	Leioa	ES	Europe/Madrid	359043379931766197
28.15112	-82.46148	Lutz	US	America/New_York	8630330696303481917
33.4425	129.96972	Karatsu	JP	Asia/Tokyo	3590433799317661313
40.65538	-74.38987	Scotch Plains	US	America/New_York	3590433799317661149
-21.205	-41.88778	Itaperuna	BR	America/Sao_Paulo	863033069630348826
44.99012	-123.02621	Keizer	US	America/Los_Angeles	863033069630348230
51.955	5.22778	Culemborg	NL	Europe/Amsterdam	3590433799317662121
36.21544	65.93249	Sar-e Pul	AF	Asia/Kabul	863033069630348156
-31.95224	115.8614	Perth	AU	Australia/Perth	8630330696303481289
34.9	137.5	Shinshiro	JP	Asia/Tokyo	3590433799317661446
16.0438	120.4861	Manaoag	PH	Asia/Manila	359043379931766056
33.43443	-5.22126	Azrou	MA	Africa/Casablanca	3590433799317661792
51.24197	4.82313	Lille	BE	Europe/Brussels	359043379931766312
31.84568	-102.36764	Odessa	US	America/Chicago	359043379931766890
27.52948	68.75915	Khairpur Mir‚Äôs	PK	Asia/Karachi	3590433799317661586
23.9028	89.11943	Kushtia	BD	Asia/Dhaka	359043379931766403
50.50301	13.63617	Most	CZ	Europe/Prague	863033069630348446
-25.54073	152.70493	Maryborough	AU	Australia/Brisbane	863033069630348461
41.66394	-83.55521	Toledo	US	America/New_York	3590433799317662402
33.44872	-86.78777	Vestavia Hills	US	America/Chicago	3590433799317662196
48.98333	2.61667	Mitry-Mory	FR	Europe/Paris	3590433799317661537
44.27804	-88.27205	Kaukauna	US	America/Chicago	359043379931766775
45.9836	12.70038	Cordenons	IT	Europe/Rome	8630330696303482469
25.87972	-97.50417	Heroica Matamoros	MX	America/Matamoros	863033069630348446
10.63504	-85.43772	Liberia	CR	America/Costa_Rica	3590433799317661313
51.65	-0.2	Barnet	GB	Europe/London	8630330696303481107
45.44868	-73.81669	Pointe-Claire	CA	America/Toronto	8630330696303482212
22.98212	-80.58556	Corralillo	CU	America/Havana	3590433799317662212
51.08468	7.11393	Burscheid	DE	Europe/Berlin	8630330696303481230
51.12794	4.21372	Temse	BE	Europe/Brussels	3590433799317661396
33.37526	74.3092	Rajaori	IN	Asia/Kolkata	3590433799317661446
-4.5833	15.16554	Kasangulu	CD	Africa/Kinshasa	863033069630348503
45.4473	-73.75335	Dorval	CA	America/Toronto	359043379931766536
13.44581	101.18445	Phanat Nikhom	TH	Asia/Bangkok	359043379931766932
28.90054	-81.26367	Deltona	US	America/New_York	8630330696303482295
-7.81667	112.01667	Kediri	ID	Asia/Jakarta	863033069630348313
9.92787	-84.13722	San Rafael	CR	America/Costa_Rica	3590433799317661537
46.32374	-120.00865	Sunnyside	US	America/Los_Angeles	8630330696303482444
35.06544	1.04945	Frenda	DZ	Africa/Algiers	3590433799317662394
48.35149	8.96317	Hechingen	DE	Europe/Berlin	3590433799317661115
50.75767	-1.5443	Lymington	GB	Europe/London	8630330696303481800
36.21544	65.93249	Sar-e Pul	AF	Asia/Kabul	863033069630348065
50.86079	17.4674	Brzeg	PL	Europe/Warsaw	8630330696303481313
-1.26424	104.09701	Simpang	ID	Asia/Jakarta	3590433799317661859
61.72744	17.10558	Hudiksvall	SE	Europe/Stockholm	3590433799317662337
37.08819	-8.2503	Albufeira	PT	Europe/Lisbon	359043379931766536
9.15093	-79.62098	Chilibre	PA	America/Panama	863033069630348198
42.52787	-70.92866	Peabody	US	America/New_York	3590433799317661321
41.50343	-74.01042	Newburgh	US	America/New_York	3590433799317661974
-22.57306	-47.1725	Artur Nogueira	BR	America/Sao_Paulo	3590433799317661628
27.0174	49.62251	Al Jubayl	SA	Asia/Riyadh	3590433799317661610
